unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,resolution_action_updated_date,vehicle_type,taxi_pick_up_location,closed_date,resolution_description,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
65244198,2025-06-12T22:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11106,32-17 33 STREET,33 STREET,BROADWAY,34 AVE,,,ADDRESS,ASTORIA,,Open,01 QUEENS,4006210030,QUEENS,1005283,216485,ONLINE,Unspecified,QUEENS,40.76085275875364,-73.92407618355057,"{'latitude': '40.76085275875364', 'longitude': '-73.92407618355057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16863,39,3,4,72,72,,,,,,,,,,,,
65248024,2025-06-12T22:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10451,825 GERARD AVENUE,GERARD AVENUE,E 157 ST,E 158 ST,,,ADDRESS,BRONX,,Open,04 BRONX,2024830015,BRONX,1004754,240171,ONLINE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,50,5,35,27,27,,,,,,,,,,,,
65242966,2025-06-12T22:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10453,1665 ANDREWS AVENUE,ANDREWS AVENUE,TENNEY PL,W 176 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2028780044,BRONX,1006622,248444,PHONE,Unspecified,BRONX,40.84856808865701,-73.91913623844782,"{'latitude': '40.84856808865701', 'longitude': '-73.91913623844782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,29,,,,,,,,,,,,
65249254,2025-06-12T22:17:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10453,1669 ANDREWS AVENUE,ANDREWS AVENUE,TENNEY PL,W 176 ST,,,ADDRESS,BRONX,,Open,05 BRONX,,BRONX,1006649,248486,ONLINE,Unspecified,BRONX,40.84868329775675,-73.91903850649184,"{'latitude': '40.84868329775675', 'longitude': '-73.91903850649184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,29,,,,,,,,,,,,
65249220,2025-06-12T22:17:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11204,,,,,17 AVENUE,52 STREET,INTERSECTION,BROOKLYN,,Open,12 BROOKLYN,,BROOKLYN,988468,168028,PHONE,Unspecified,BROOKLYN,40.62787356550602,-73.98480442504791,"{'latitude': '40.62787356550602', 'longitude': '-73.98480442504791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,2,2,18,39,39,,,,,,,,,,,,
65242941,2025-06-12T22:11:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,11225,871 NOSTRAND AVENUE,NOSTRAND AVENUE,CARROLL ST,CROWN ST,,,ADDRESS,BROOKLYN,,Open,09 BROOKLYN,3012900011,BROOKLYN,997908,182246,PHONE,Unspecified,BROOKLYN,40.66688936882558,-73.95076752717179,"{'latitude': '40.66688936882558', 'longitude': '-73.95076752717179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509,17,2,48,44,44,,,,,,,,,,,,
65242942,2025-06-12T22:08:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11377,,,,,QUEENS BOULEVARD,56 STREET,INTERSECTION,QUEENS,,Open,02 QUEENS,,QUEENS,1009398,209644,ONLINE,Unspecified,QUEENS,40.74206520686255,-73.90924766660054,"{'latitude': '40.74206520686255', 'longitude': '-73.90924766660054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,53,3,33,66,66,,,,,,,,,,,,
65246755,2025-06-12T22:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10469,,,,,GRACE AVENUE,BARTOW AVENUE,INTERSECTION,BRONX,,Open,12 BRONX,,BRONX,1030162,255575,PHONE,Unspecified,BRONX,40.86804948757149,-73.83400203955965,"{'latitude': '40.86804948757149', 'longitude': '-73.83400203955965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11607,29,5,2,30,30,,,,,,,,,,,,
65244217,2025-06-12T21:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10451,100 EAST  158 STREET,EAST  158 STREET,GERARD AVE,WALTON AVE,,,ADDRESS,BRONX,,Open,04 BRONX,2024740010,BRONX,1004860,240306,MOBILE,Unspecified,BRONX,40.826235934929635,-73.92553000421697,"{'latitude': '40.826235934929635', 'longitude': '-73.92553000421697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,50,5,35,27,27,,,,,,,,,,,,
65249990,2025-06-12T21:50:06.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10309,298 CANDON AVENUE,CANDON AVENUE,PRINCE LANE,BLOOMINGDALE ROAD,PRINCE LANE,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,CANDON AVENUE,In Progress,03 STATEN ISLAND,5070830009,STATEN ISLAND,923252,138464,UNKNOWN,Unspecified,STATEN ISLAND,40.546517536232514,-74.21948130434532,"{'latitude': '40.546517536232514', 'longitude': '-74.21948130434532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10696,15,1,9,77,77,,,,,,,,,,,,
65246745,2025-06-12T21:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11225,,,,,MONTGOMERY STREET,BEDFORD AVENUE,INTERSECTION,BROOKLYN,,Open,09 BROOKLYN,,BROOKLYN,996218,181819,ONLINE,Unspecified,BROOKLYN,40.66571979466933,-73.95686016282195,"{'latitude': '40.66571979466933', 'longitude': '-73.95686016282195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509,17,2,48,44,44,,,,,,,,,,,,
65249227,2025-06-12T21:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11220,4 AVENUE,4 AVENUE,56 STREET,57 STREET,,,BLOCKFACE,BROOKLYN,,Open,07 BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,,,,,,
65246756,2025-06-12T21:47:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10451,101 EAST  158 STREET,EAST  158 STREET,GERARD AVE,WALTON AVE,,,ADDRESS,BRONX,,Open,04 BRONX,,BRONX,1004862,240311,MOBILE,Unspecified,BRONX,40.82624965383379,-73.92552276227127,"{'latitude': '40.82624965383379', 'longitude': '-73.92552276227127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,50,5,35,27,27,,,,,,,,,,,,
65248002,2025-06-12T21:38:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10024,7 WEST   81 STREET,WEST   81 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,Open,07 MANHATTAN,1011950029,MANHATTAN,991932,224278,PHONE,Unspecified,MANHATTAN,40.78226418959188,-73.97226100664567,"{'latitude': '40.78226418959188', 'longitude': '-73.97226100664567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421,20,4,19,12,12,,,,,,,,,,,,
65245469,2025-06-12T21:38:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10036,WEST   47 STREET,WEST   47 STREET,9 AVENUE,10 AVENUE,,,BLOCKFACE,MANHATTAN,,Open,04 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,,,,,,
65246741,2025-06-12T21:35:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10452,1185 ANDERSON AVENUE,ANDERSON AVENUE,W 167 ST,SHAKESPEARE AVE,,,ADDRESS,BRONX,,Open,04 BRONX,2025100050,BRONX,1005319,244085,MOBILE,Unspecified,BRONX,40.83660711789842,-73.92385963421121,"{'latitude': '40.83660711789842', 'longitude': '-73.92385963421121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,27,,,,,,,,,,,,
65246751,2025-06-12T21:35:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11221,,,,,MADISON STREET,WILSON AVENUE,INTERSECTION,BROOKLYN,,Closed,04 BROOKLYN,,BROOKLYN,1008083,192156,PHONE,Unspecified,BROOKLYN,40.69406851306072,-73.9140550620167,"{'latitude': '40.69406851306072', 'longitude': '-73.9140550620167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,37,53,53,2025-06-12T21:35:00.000,,,2025-06-12T21:35:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,,,
65250527,2025-06-12T21:32:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10457,1610 MONROE AVENUE,MONROE AVENUE,E MOUNT EDEN AVE,E 173 ST,,,ADDRESS,BRONX,,Open,04 BRONX,,BRONX,1010031,246345,ONLINE,Unspecified,BRONX,40.842797658106065,-73.90682246125952,"{'latitude': '40.842797658106065', 'longitude': '-73.90682246125952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,50,5,22,27,27,,,,,,,,,,,,
65245481,2025-06-12T21:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10463,3001 HEATH AVENUE,HEATH AVENUE,W 230 ST,ALBANY CRES,,,ADDRESS,BRONX,,Open,08 BRONX,2032600070,BRONX,1011056,258427,ONLINE,Unspecified,BRONX,40.87595604605076,-73.90306959604115,"{'latitude': '40.87595604605076', 'longitude': '-73.90306959604115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272,48,5,29,33,33,,,,,,,,,,,,
65246757,2025-06-12T21:26:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10040,,,,,VERMILYEA AVENUE,DYCKMAN STREET,INTERSECTION,MANHATTAN,,Open,12 MANHATTAN,,MANHATTAN,1004547,254256,PHONE,Unspecified,MANHATTAN,40.86452529877404,-73.92661873955323,"{'latitude': '40.86452529877404', 'longitude': '-73.92661873955323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22,22,,,,,,,,,,,,
65246746,2025-06-12T21:26:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10034,152 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY ST,W 204 ST,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1022250038,MANHATTAN,1005496,254294,ONLINE,Unspecified,MANHATTAN,40.86462736420933,-73.92318763020528,"{'latitude': '40.86462736420933', 'longitude': '-73.92318763020528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,22,,,,,,,,,,,,
65249228,2025-06-12T21:26:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10040,175 DYCKMAN STREET,DYCKMAN STREET,SHERMAN AVE,VERMILYEA AVE,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1022240053,MANHATTAN,1004641,254068,ONLINE,Unspecified,MANHATTAN,40.864009079245974,-73.92627946650808,"{'latitude': '40.864009079245974', 'longitude': '-73.92627946650808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,22,,,,,,,,,,,,
65245470,2025-06-12T21:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10465,1044 BALCOM AVENUE,BALCOM AVENUE,BARKLEY AVE,BRUCKNER BLVD,,,ADDRESS,BRONX,,Open,10 BRONX,,BRONX,1030518,241302,ONLINE,Unspecified,BRONX,40.82887252845459,-73.8328133927733,"{'latitude': '40.82887252845459', 'longitude': '-73.8328133927733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11274,43,5,12,28,28,,,,,,,,,,,,
65246758,2025-06-12T21:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11221,288 CORNELIA STREET,CORNELIA STREET,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3033840030,BROOKLYN,1008812,192259,MOBILE,Unspecified,BROOKLYN,40.69434923083834,-73.91142581816274,"{'latitude': '40.69434923083834', 'longitude': '-73.91142581816274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,37,53,53,,,,,,,,,,,,
65245471,2025-06-12T21:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11221,265 CORNELIA STREET,CORNELIA STREET,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,Open,04 BROOKLYN,3033770053,BROOKLYN,1008702,192121,MOBILE,Unspecified,BROOKLYN,40.693970757603225,-73.91182299500258,"{'latitude': '40.693970757603225', 'longitude': '-73.91182299500258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,37,53,53,,,,,,,,,,,,
65244206,2025-06-12T21:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11373,,,,,ELMHURST AVENUE,DENMAN STREET,INTERSECTION,QUEENS,,Closed,04 QUEENS,,QUEENS,1018390,211639,PHONE,Unspecified,QUEENS,40.74751083599929,-73.87678788017556,"{'latitude': '40.74751083599929', 'longitude': '-73.87678788017556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,2025-06-12T21:32:00.000,,,2025-06-12T21:32:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,,,
65248025,2025-06-12T21:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11220,5520 4 AVENUE,4 AVENUE,55 ST,56 ST,,,ADDRESS,BROOKLYN,,Open,07 BROOKLYN,3008300043,BROOKLYN,979901,173725,PHONE,Unspecified,BROOKLYN,40.643510554829476,-74.0156711812919,"{'latitude': '40.643510554829476', 'longitude': '-74.0156711812919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18180,9,2,7,45,45,,,,,,,,,,,,
65241724,2025-06-12T21:05:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11203,100 EAST   51 STREET,EAST   51 STREET,RUTLAND RD,WINTHROP ST,,,ADDRESS,BROOKLYN,,Open,17 BROOKLYN,3046040023,BROOKLYN,1003609,179612,ONLINE,Unspecified,BROOKLYN,40.6596489938601,-73.93022491977558,"{'latitude': '40.6596489938601', 'longitude': '-73.93022491977558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40,40,,,,,,,,,,,,
65245463,2025-06-12T21:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11213,1067 PROSPECT PLACE,PROSPECT PLACE,KINGSTON AVE,ALBANY AVE,,,ADDRESS,BROOKLYN,,Open,08 BROOKLYN,3012300069,BROOKLYN,1000653,184772,ONLINE,Unspecified,BROOKLYN,40.673818012314655,-73.94086658621326,"{'latitude': '40.673818012314655', 'longitude': '-73.94086658621326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,16,2,49,49,49,,,,,,,,,,,,
65248026,2025-06-12T20:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10460,787 EAST  185 STREET,EAST  185 STREET,PROSPECT AVE,SOUTHERN BLVD,,,ADDRESS,BRONX,,Open,06 BRONX,2031140073,BRONX,1016795,249816,MOBILE,Unspecified,BRONX,40.85230218315347,-73.88235923111634,"{'latitude': '40.85230218315347', 'longitude': '-73.88235923111634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,35,5,22,31,31,,,,,,,,,,,,
65244218,2025-06-12T20:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11203,5566 WHITTY LANE,WHITTY LANE,KINGS HWY,E 56 ST,,,ADDRESS,BROOKLYN,,Open,17 BROOKLYN,3079490100,BROOKLYN,1005425,172625,MOBILE,Unspecified,BROOKLYN,40.64046704665629,-73.92370150180241,"{'latitude': '40.64046704665629', 'longitude': '-73.92370150180241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,26,40,40,,,,,,,,,,,,
65244219,2025-06-12T20:53:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10030,,,,,BRADHURST AVENUE,WEST 142 STREET,INTERSECTION,MANHATTAN,,Open,09 MANHATTAN,,MANHATTAN,999582,238563,ONLINE,Unspecified,MANHATTAN,40.821462634048146,-73.9446049483726,"{'latitude': '40.821462634048146', 'longitude': '-73.9446049483726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427,37,4,36,19,19,,,,,,,,,,,,
65244159,2025-06-12T20:44:00.000,DEP,Department of Environmental Protection,Water Conservation,"Wasting Faucets,Sinks,Flushometer,Urinal,Etc. - Other (CWO)",,11205,50 TAAFFE PLACE,TAAFFE PLACE,LITTLE NASSAU ST,PARK AVE,,,ADDRESS,BROOKLYN,,Open,03 BROOKLYN,3018810047,BROOKLYN,995105,193345,ONLINE,Unspecified,BROOKLYN,40.697357475638576,-73.9608535137711,"{'latitude': '40.697357475638576', 'longitude': '-73.9608535137711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,69,2,38,51,51,,,,,,,,,,,,
65242964,2025-06-12T20:41:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10027,,,,,LENOX AVENUE,WEST 127 STREET,INTERSECTION,MANHATTAN,,Closed,10 MANHATTAN,,MANHATTAN,999603,234048,PHONE,Unspecified,MANHATTAN,40.809070188381064,-73.94453940284461,"{'latitude': '40.809070188381064', 'longitude': '-73.94453940284461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424,18,4,36,18,18,2025-06-12T20:41:00.000,,,2025-06-12T20:41:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,,,
65241740,2025-06-12T20:41:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11219,FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,44 STREET,NEW UTRECHT AVENUE,,,BLOCKFACE,BROOKLYN,,Open,12 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,,,,,,
65241733,2025-06-12T20:38:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10453,177 MOUNT HOPE PLACE,MOUNT HOPE PLACE,GRAND CONCOURSE,MONROE AVE,,,ADDRESS,BRONX,,Open,05 BRONX,,BRONX,1010168,248408,ONLINE,Unspecified,BRONX,40.84845958272232,-73.90631934315363,"{'latitude': '40.84845958272232', 'longitude': '-73.90631934315363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,6,5,22,29,29,,,,,,,,,,,,
